wellbore_name,well_name,discovery_name,field_name,production_licence_name,drill_permit,drill_permit_version,drill_oper_group_designation,drill_oper_long_name,drilling_facility_name,wellbore_entry_date,wellbore_completion_date,drilling_days,main_NCS_area,quadrant,block,well_number_in_block,NS_decimal_degrees,EW_decimal_degrees,geodetic_datum,NS_UTM,EW_UTM,UTM_zone,seismic_location,reentry_activity,wellbore_status,wellbore_contents,wellbore_purpose,original_wellbore_purpose,total_depth,kelly_bushing_elevation,water_depth,deepest_penetrated_age,date_generated,NPDID_wellbore,NPDID_discovery,NPDID_field,NPDID_facility_drilling,NPDID_production_licence,www.npd.no/engelsk/cwi/pbl/en/well/all/*.htm
31/6-2,31/6-2,31/6-1 TROLL ?ST,TROLL,085,393,L,STATOIL,Den norske stats oljeselskap a.s,DEEPSEA BERGEN,18.10.1983,11.12.1983,55,NORTH SEA,31,6,2,60.582844,3.915489,ED50,6716831.54,550164.4,31,ST 8007 - 351  SP 1647,,SUSP.REENTERED LATER,GAS,APPRAISAL,APPRAISAL,2020,23,303,EARLY JURASSIC,24.03.2006,34,44552,46437,287983,21476,34
31/6-2 R,31/6-2,31/6-1 TROLL ?ST,TROLL,085,393,L2,STATOIL,Den norske stats oljeselskap a.s,DEEPSEA BERGEN,31.07.1984,08.09.1984,40,NORTH SEA,31,6,2,60.582844,3.915489,ED50,6716831.54,550164.4,31,ST 8007 - 351 SP 1647,DRILLING/PLUGGING,P&A,GAS,APPRAISAL,APPRAISAL,2235,23,303,LATE TRIASSIC,24.03.2006,498,44552,46437,287983,21476,498
31/6-3,31/6-3,,,085,394,L,HYDRO,Norsk Hydro Produksjon AS,NORTRYM,01.11.1983,26.12.1983,56,NORTH SEA,31,6,3,60.501325,3.998214,ED50,6707818.42,554834.84,31,ST 8007 - 107  SP 1025,,P&A,DRY,WILDCAT,WILDCAT,2250,25,301,TRIASSIC,24.03.2006,35,,,288010,21476,35
31/6-4,31/6-4,31/6-1 TROLL ?ST,TROLL,085,407,L,STATOIL,Den norske stats oljeselskap a.s,DEEPSEA BERGEN,05.03.1984,16.03.1984,12,NORTH SEA,31,6,4,60.618347,3.805656,ED50,6720706.99,544097.83,31,NH 8202 - 120  SP. 246,,JUNKED,DRY,APPRAISAL,APPRAISAL,820,23,304,EOCENE,24.03.2006,404,44552,46437,287983,21476,404
31/6-5,31/6-5,31/6-1 TROLL ?ST,TROLL,085,409,L,STATOIL,Den norske stats oljeselskap a.s,DEEPSEA BERGEN,16.03.1984,21.05.1984,67,NORTH SEA,31,6,5,60.618556,3.805828,ED50,6720730.31,544106.97,31,NH 8202 - 120  SP. 246,,P&A,OIL/GAS,APPRAISAL,APPRAISAL,2082,23,304,EARLY JURASSIC,24.03.2006,105,44552,46437,287983,21476,105
31/6-6,31/6-6,31/6-1 TROLL ?ST,TROLL,085,416,L,STATOIL,Den norske stats oljeselskap a.s,DEEPSEA BERGEN,22.05.1984,29.07.1984,69,NORTH SEA,31,6,6,60.699189,3.934614,ED50,6729804.22,551028.07,31,NH 8007-129  SP. 156,,P&A,GAS,APPRAISAL,APPRAISAL,2290,23,313,LATE TRIASSIC,24.03.2006,127,44552,46437,287983,21476,127
31/6-7,31/6-7,31/6-1 TROLL ?ST,TROLL,085,459,L,HYDRO,Norsk Hydro Produksjon AS,TREASURE SEEKER,01.04.1985,13.04.1985,13,NORTH SEA,31,6,7,60.555467,3.677511,ED50,6713624.35,537156.13,31,N H  8202 - 338  SP.  247,,JUNKED,DRY,APPRAISAL,APPRAISAL,698,25,300,OLIGOCENE,24.03.2006,141,44552,46437,287956,21476,141
31/6-8,31/6-8,31/6-1 TROLL ?ST,TROLL,085,462,L,HYDRO,Norsk Hydro Produksjon AS,TREASURE SEEKER,14.04.1985,25.05.1985,42,NORTH SEA,31,6,8,60.555933,3.677519,ED50,6713676.33,537156.05,31,NH 8202 - 338  SP. 247,,SUSP.REENTERED LATER,OIL/GAS,APPRAISAL,APPRAISAL,2138,25,300,EARLY JURASSIC,24.03.2006,466,44552,46437,287956,21476,466
31/6-8 R,31/6-8,31/6-1 TROLL ?ST,TROLL,085,462,L2,HYDRO,Norsk Hydro Produksjon AS,TREASURE SEEKER,22.07.1985,22.09.1985,63,NORTH SEA,31,6,8,60.555933,3.677519,ED50,6713676.33,537156.05,31,NH 8202 - 338  SP. 247,TESTING/PLUGGING,P&A,OIL/GAS,APPRAISAL,APPRAISAL,2138,25,298,EARLY JURASSIC,24.03.2006,493,44552,46437,287956,21476,493
32/4-1,32/4-1,,,205,863,L,PHILLIPS,Phillips Petroleum Company Norway,TRANSOCEAN 8,21.10.1996,04.12.1996,45,NORTH SEA,32,4,1,60.722194,4.076861,ED50,6732485.34,558752.03,31,TE 90 -112 * TE 90 - 207,,P&A,DRY,WILDCAT,WILDCAT,3186,24,312,PRE-DEVONIAN,24.03.2006,2918,,,296677,22452,2918
33/5-1,33/5-1,,,047,218,L,HYDRO,Norsk Hydro Produksjon AS,TREASURE SEEKER,19.07.1979,18.10.1979,92,NORTH SEA,33,5,1,61.746139,1.582611,ED50,6846879.89,425144.48,31,line 754-305 & Sp 228,,P&A,SHOWS,WILDCAT,WILDCAT,3829,25,340,EARLY TRIASSIC,24.03.2006,103,,,287956,21164,103
33/5-2,33/5-2,,,047,297,L,HYDRO,Norsk Hydro Produksjon AS,NORTRYM,31.07.1981,18.11.1981,111,NORTH SEA,33,5,2,61.663094,1.6215,ED50,6837585.98,427002.08,31,SL 5 3 - 415  SP: 185.,,P&A,OIL SHOWS,WILDCAT,WILDCAT,4520,25,310,TRIASSIC,24.03.2006,405,,,288010,21164,405
33/6-1,33/6-1,,,049,212,L,AGIP,Norsk Agip  AS,FERNSTAR,09.04.1979,06.07.1979,89,NORTH SEA,33,6,1,61.537453,1.865986,ED50,6823341.21,439704.03,31,,,P&A,DRY,WILDCAT,WILDCAT,3900,25,306,LATE TRIASSIC,24.03.2006,406,,,288280,21180,406
33/6-2,33/6-2,,,206,864,L,MOBIL,MOBIL EXPLORATION NORWAY INC.,BYFORD DOLPHIN,28.10.1996,02.01.1997,67,NORTH SEA,33,6,2,61.537742,1.9425,ED50,6823304.99,443772.57,31,MN9601M- line 984 & trace 2954,,P&A,SHOWS,WILDCAT,WILDCAT,3950,25,317,EARLY JURASSIC,24.03.2006,2873,,,341331,22460,2873
33/9-1,33/9-1,33/12-1 STATFJORD,STATFJORD,037,109,L,MOBIL,MOBIL EXPLORATION NORWAY INC.,NORSKALD,02.04.1974,04.06.1974,64,NORTH SEA,33,9,1,61.252025,1.840428,ED50,6791573.15,437780.23,31,LINE MNG-28  SP.1-680,,P&A,OIL,APPRAISAL,WILDCAT,3126,25,146,LATE TRIASSIC,24.03.2006,407,44558,43658,288091,21084,407
33/9-2,33/9-2,33/12-1 STATFJORD,STATFJORD,037,113,L,MOBIL,MOBIL EXPLORATION NORWAY INC.,NORSKALD,25.08.1974,14.09.1974,21,NORTH SEA,33,9,2,61.298264,1.894836,ED50,6796672.78,440786.57,31,LINE MNG-20  SP.340,,JUNKED,DRY,APPRAISAL,APPRAISAL,941,25,146,OLIGOCENE,24.03.2006,408,44558,43658,288091,21084,408
33/9-3,33/9-3,33/12-1 STATFJORD,STATFJORD,037,117,L,MOBIL,MOBIL EXPLORATION NORWAY INC.,NORSKALD,15.09.1974,14.11.1974,61,NORTH SEA,33,9,3,61.298647,1.894428,ED50,6796715.85,440765.42,31,LINE MNG-20   SP.340,,P&A,OIL,APPRAISAL,APPRAISAL,2992,25,146,LATE TRIASSIC,24.03.2006,125,44558,43658,288091,21084,125
33/9-4,33/9-4,33/12-1 STATFJORD,STATFJORD,037,135,L,MOBIL,MOBIL EXPLORATION NORWAY INC.,NORSKALD,30.07.1975,17.09.1975,50,NORTH SEA,33,9,4,61.329603,1.911956,ED50,6800148.02,441761.91,31,LINE MNG 21   SP.325,,P&A,OIL,APPRAISAL,WILDCAT,3076,25,144,LATE TRIASSIC,24.03.2006,409,44558,43658,288091,21084,409
33/9-5,33/9-5,33/12-1 STATFJORD,STATFJORD,037,142,L,MOBIL,MOBIL EXPLORATION NORWAY INC.,ROSS RIG,27.10.1975,01.01.1976,67,NORTH SEA,33,9,5,61.346631,1.947694,ED50,6802013.31,443705.3,31,LINE MNG-16  SP.778,,P&A,OIL,APPRAISAL,APPRAISAL,3157,25,152,LATE TRIASSIC,24.03.2006,410,44558,43658,294382,21084,410
33/9-6,33/9-6,33/9-6 DELTA,,037,158,L,MOBIL,MOBIL EXPLORATION NORWAY INC.,DYVI ALPHA,22.06.1976,31.08.1976,71,NORTH SEA,33,9,6,61.420222,1.811969,ED50,6810334.73,436594.24,31,,,P&A,OIL,WILDCAT,WILDCAT,3355,26,152,EARLY JURASSIC,24.03.2006,411,44576,,297514,21084,411
33/9-7,33/9-7,33/9-7 STATFJORD ?ST,STATFJORD ?ST,037,165,L,MOBIL,MOBIL EXPLORATION NORWAY INC.,DYVI ALPHA,06.09.1976,07.11.1976,63,NORTH SEA,33,9,7,61.336714,1.98685,ED50,6800875.6,445782.73,31,,,P&A,OIL,WILDCAT,WILDCAT,3127,26,155,TRIASSIC,24.03.2006,412,44582,43672,297514,21084,412
33/9-8,33/9-8,33/9-8 STATFJORD NORD,STATFJORD NORD,037,169,L,MOBIL,MOBIL EXPLORATION NORWAY INC.,DEEPSEA SAGA,11.11.1976,18.02.1977,90,NORTH SEA,33,9,8,61.438178,1.918019,ED50,6812236.26,442286.97,31,,,P&A,OIL,WILDCAT,WILDCAT,3085,25,265,EARLY JURASSIC,24.03.2006,413,44588,43679,289090,21084,413
33/9-9,33/9-9,33/12-1 STATFJORD,STATFJORD,037,179,L,MOBIL,MOBIL EXPLORATION NORWAY INC.,FERNSTAR,27.07.1977,17.11.1977,114,NORTH SEA,33,9,9,61.286164,1.907236,ED50,6795313.86,441428.36,31,,,P&A,OIL/GAS,APPRAISAL,APPRAISAL,3100,25,145,LATE TRIASSIC,24.03.2006,414,44558,43658,288280,21084,414
33/9-10,33/9-10,,,037,193,L,MOBIL,MOBIL EXPLORATION NORWAY INC.,FERNSTAR,08.04.1978,12.06.1978,66,NORTH SEA,33,9,10,61.466725,1.774897,ED50,6815550.94,434713.13,31,,,P&A,DRY,WILDCAT,WILDCAT,3715,26,162,LATE TRIASSIC,24.03.2006,415,,,288280,21084,415
33/9-11,33/9-11,,,037,198,L,MOBIL,MOBIL EXPLORATION NORWAY INC.,FERNSTAR,17.06.1978,28.08.1978,74,NORTH SEA,33,9,11,61.490592,1.879447,ED50,6818109.14,440329.98,31,,,P&A,DRY,WILDCAT,WILDCAT,3528,25,287,EARLY JURASSIC,24.03.2006,416,,,288280,21084,416
33/9-12,33/9-12,33/9-7 STATFJORD ?ST,STATFJORD ?ST,037,551,L,STATOIL,Den norske stats oljeselskap a.s,ROSS ISLE,19.06.1987,03.08.1987,46,NORTH SEA,33,9,12,61.320011,1.99345,ED50,6799009.69,446107.22,31,E86 - 171  SP. 1381,,P&A,OIL,APPRAISAL,APPRAISAL,2959,22,148,LATE TRIASSIC,24.03.2006,1069,44582,43672,296245,21084,1069
33/9-13 S,33/9-13,33/9-8 STATFJORD NORD,STATFJORD NORD,037,565,L,STATOIL,Den norske stats oljeselskap a.s,ROSS ISLE,14.10.1987,24.12.1987,72,NORTH SEA,33,9,13,61.451236,1.9675,ED50,6813648.01,444949.13,31,E 86-543 & CMP 946,,P&A,OIL,APPRAISAL,APPRAISAL,3077,22,291,EARLY JURASSIC,24.03.2006,1028,44588,43679,296245,21084,1028
33/9-14,33/9-14,33/9-8 STATFJORD NORD,STATFJORD NORD,037,571,L,STATOIL,Den norske stats oljeselskap a.s,DEEPSEA BERGEN,17.02.1988,09.04.1988,53,NORTH SEA,33,9,14,61.433406,1.901244,ED50,6811719.66,441383.29,31,E 86 - 457  SP. 716,,P&A,OIL,APPRAISAL,APPRAISAL,2982,23,248,EARLY JURASSIC,24.03.2006,1226,44588,43679,287983,21084,1226
33/9-15,33/9-15,,,172,727,L,MOBIL,MOBIL EXPLORATION NORWAY INC.,SOVEREIGN EXPLOR,23.04.1992,08.06.1992,47,NORTH SEA,33,9,15,61.406853,1.954378,ED50,6808715.45,444170.28,31,E86X403&  SP. 1001,,P&A,SHOWS,WILDCAT,WILDCAT,3007,27,253,MIDDLE JURASSIC,24.03.2006,1810,,,289846,22188,1810
33/9-16,33/9-16,,,172,750,L,MOBIL,MOBIL EXPLORATION NORWAY INC.,ROSS ISLE,28.11.1992,20.01.1993,53,NORTH SEA,33,9,16,61.391336,1.950536,ED50,6806990.41,443937.38,31,E86R91-line715 & xline1025,,P&A,SHOWS,WILDCAT,APPRAISAL,2870,22,227,MIDDLE JURASSIC,24.03.2006,1801,,,296245,22188,1801
33/9-17,33/9-17,,,172,786,L,MOBIL,MOBIL EXPLORATION NORWAY INC.,TREASURE SAGA,02.04.1994,04.05.1994,33,NORTH SEA,33,9,17,61.455161,1.846053,ED50,6814193.73,438481.99,31,E 86 R-93-3D INLINE 497 &  CROSSLINE 436,,P&A,OIL SHOWS,WILDCAT,WILDCAT,3233,26,228,MIDDLE JURASSIC,24.03.2006,2114,,,296326,22188,2114
33/9-18,33/9-18,,,037,799,L,STATOIL,Den norske stats oljeselskap a.s,DEEPSEA BERGEN,16.11.1994,20.12.1994,35,NORTH SEA,33,9,18,61.261328,1.935481,ED50,6792522.53,442897.08,31,CTM 94-3D: INLINE 1127 & CROSSLINE 492,,P&A,DRY,WILDCAT,WILDCAT,3253,23,145,LATE JURASSIC,24.03.2006,2454,,,287983,21084,2454
33/9-18 A,33/9-18,,,037,800,L,STATOIL,Den norske stats oljeselskap a.s,DEEPSEA BERGEN,21.12.1994,24.01.1995,35,NORTH SEA,33,9,18,61.261328,1.935481,ED50,6792522.53,442897.08,31,CTM 94-3D: INLINE 1127 & CROSSLINE 492,,P&A,DRY,WILDCAT,WILDCAT,3595,23,145,LATE JURASSIC,24.03.2006,2455,,,287983,21084,2455
33/9-19 S,33/9-19,33/9-19 S SYGNA,SYGNA,037,848,L,STATOIL,Den norske stats oljeselskap a.s,TRANS. WILDCAT,29.06.1996,23.07.1996,25,NORTH SEA,33,9,19,61.475989,1.997389,ED50,6816380.31,446585.05,31,E 86 REPR. 93  INLINE 620& CROSSL. 990,,P&A,OIL,WILDCAT,APPRAISAL,3197,25,304,EARLY JURASSIC,24.03.2006,2830,44564,104718,297028,21084,2830
33/9-19 A,33/9-19,33/9-19 S SYGNA,SYGNA,037,857,L,STATOIL,Den norske stats oljeselskap a.s,TRANS. WILDCAT,23.07.1996,09.08.1996,18,NORTH SEA,33,9,19,61.475989,1.997389,ED50,6816380.31,446585.05,31,E 86 REPR. 93 INLINE 620 & CROSSL. 990,,P&A,OIL,APPRAISAL,APPRAISAL,3514,25,304,EARLY JURASSIC,24.03.2006,2872,44564,104718,297028,21084,2872
33/12-1,33/12-1,33/12-1 STATFJORD,STATFJORD,037,101,L,MOBIL,MOBIL EXPLORATION NORWAY INC.,WAAGE DRILL I,01.12.1973,18.04.1974,139,NORTH SEA,33,12,1,61.204206,1.828703,ED50,6786258.21,437055.69,31,LINE ANO 73-12   SP.58,,P&A,OIL,WILDCAT,WILDCAT,3060,27,146,LATE TRIASSIC,24.03.2006,417,44558,43658,289171,21084,417
33/12-2,33/12-2,33/12-1 STATFJORD,STATFJORD,037,111,L,MOBIL,MOBIL EXPLORATION NORWAY INC.,NORSKALD,06.06.1974,23.08.1974,79,NORTH SEA,33,12,2,61.225328,1.857214,ED50,6788583.71,438628.86,31,LINE MNG-30  SP.160,,P&A,OIL,APPRAISAL,WILDCAT,4354,25,147,EARLY TRIASSIC,24.03.2006,418,44558,43658,288091,21084,418
33/12-3,33/12-3,33/12-1 STATFJORD,STATFJORD,037,125,L,MOBIL,MOBIL EXPLORATION NORWAY INC.,NORSKALD,23.04.1975,16.05.1975,24,NORTH SEA,33,12,3,61.238789,1.8905,ED50,6790052.24,440441.76,31,LINE MNG 28   SP.380,,JUNKED,DRY,APPRAISAL,APPRAISAL,1735,25,146,EOCENE,24.03.2006,841,44558,43658,288091,21084,841
33/12-4,33/12-4,33/12-1 STATFJORD,STATFJORD,037,130,L,MOBIL,MOBIL EXPLORATION NORWAY INC.,NORSKALD,17.05.1975,17.07.1975,62,NORTH SEA,33,12,4,61.238667,1.890972,ED50,6790038.19,440466.88,31,LINE MNG 28   SP.380,,P&A,OIL,APPRAISAL,APPRAISAL,2896,26,146,LATE TRIASSIC,24.03.2006,126,44558,43658,288091,21084,126
33/12-5,33/12-5,33/12-1 STATFJORD,STATFJORD,037,140,L,MOBIL,MOBIL EXPLORATION NORWAY INC.,NORSKALD,09.10.1975,21.02.1976,136,NORTH SEA,33,12,5,61.184869,1.864831,ED50,6784070.29,438959.62,31,LINE MNG-34   SP.145,,P&A,DRY,APPRAISAL,APPRAISAL,4574,25,143,TRIASSIC,24.03.2006,115,44558,43658,288091,21084,115
33/12-6,33/12-6,,,037,150,L,MOBIL,MOBIL EXPLORATION NORWAY INC.,NORSKALD,02.03.1976,20.06.1976,111,NORTH SEA,33,12,6,61.076781,1.954933,ED50,6771950.39,443612.01,31,LINE MNG 42 SP.365,,P&A,DRY,WILDCAT,WILDCAT,4614,26,138,LATE TRIASSIC,24.03.2006,119,,,288091,21084,119
33/12-7,33/12-7,,,152,601,L,STATOIL,Den norske stats oljeselskap a.s,DEEPSEA BERGEN,22.02.1989,27.04.1989,65,NORTH SEA,33,12,7,61.126589,1.909028,ED50,6777538.47,441227.76,31,NOD-8-87-012& SKUDDPUNKT 170,,P&A,DRY,WILDCAT,WILDCAT,3703,23,140,EARLY JURASSIC,24.03.2006,1358,,,287983,22028,1358
33/12-8 S,33/12-8,33/12-8 S SKINFAKS B,GULLFAKS S?R,152,1031,L,STATOIL,Statoil ASA,BORGLAND DOLPHIN,26.03.2002,26.04.2002,32,NORTH SEA,33,12,8,61.077317,1.965611,ED50,6772000.95,444189.05,31,,,P&A,OIL/GAS,WILDCAT,WILDCAT,3750,31,137,EARLY JURASSIC,24.03.2006,4493,2074087,43699,297784,22028,4493
33/12-8 A,33/12-8,33/12-8 A SKINFAKS,GULLFAKS S?R,152,1037,L,STATOIL,Statoil ASA,BORGLAND DOLPHIN,26.04.2002,16.05.2002,21,NORTH SEA,33,12,8,61.077317,1.965611,ED50,6772000.95,444189.05,31,,,SUSPENDED,OIL/GAS,WILDCAT,WILDCAT,5098,31,139,MIDDLE JURASSIC,24.03.2006,4532,2074147,43699,297784,22028,4532
34/2-1,34/2-1,,,056,235,L,AMOCO,Amoco Norway Oil Company,BYFORD DOLPHIN,29.12.1979,23.02.1980,57,NORTH SEA,34,2,1,61.774461,2.551722,ED50,6849300.93,476345.98,31,ANO 77-02 SP.230,,JUNKED,DRY,WILDCAT,WILDCAT,807,25,389,PLIOCENE,24.03.2006,420,,,341331,21244,420
34/2-2,34/2-2,,,056,268,L,AMOCO,Amoco Norway Oil Company,SEDCO 703,27.11.1980,12.12.1980,141,NORTH SEA,34,2,2,61.774461,2.551722,ED50,6849300.93,476345.98,31,ANO 79 - 36& SP 515,,SUSP.REENTERED LATER,DRY,WILDCAT,WILDCAT,513,26,386,PLIOCENE,24.03.2006,215,,,288793,21244,215
34/2-2 R,34/2-2,,,056,268,L2,AMOCO,Amoco Norway Oil Company,SEDCO 703,12.12.1980,08.05.1981,148,NORTH SEA,34,2,2,61.774461,2.551722,ED50,6849300.93,476345.98,31,ANO 79 - 36& SP 515,DRILLING/PLUGGING,P&A,DRY,WILDCAT,WILDCAT,4074,26,386,LATE TRIASSIC,24.03.2006,497,,,288793,21244,497
34/2-3,34/2-3,,,056,286,L,AMOCO,Amoco Norway Oil Company,SEDCO 703,15.05.1981,13.08.1981,91,NORTH SEA,34,2,3,61.789142,2.501278,ED50,6850955.73,473696.79,31,ANO 79 - 35  SP: 620.,,P&A,SHOWS,WILDCAT,WILDCAT,3741,26,388,LATE TRIASSIC,24.03.2006,421,,,288793,21244,421
34/2-4,34/2-4,,,056,458,L,AMOCO,Amoco Norway Oil Company,WEST VENTURE OLD,22.03.1985,11.06.1985,82,NORTH SEA,34,2,4,61.755586,2.660456,ED50,6847163.49,482072.43,31,79 - 39  SP. 1140,,P&A,OIL SHOWS,WILDCAT,WILDCAT,4107,33,391,EARLY JURASSIC,24.03.2006,467,,,362494,21244,467
34/4-1,34/4-1,34/4-1 SNORRE,SNORRE,057,217,L,SAGA,Saga Petroleum ASA,BYFORD DOLPHIN,11.07.1979,08.12.1979,151,NORTH SEA,34,4,1,61.547008,2.273239,ED50,6824096.5,461368.88,31,,,P&A,OIL,WILDCAT,WILDCAT,2955,25,375,EARLY TRIASSIC,24.03.2006,422,44654,43718,341331,21252,422
34/4-2,34/4-2,,,057,242,L,SAGA,Saga Petroleum ASA,BYFORD DOLPHIN,06.03.1980,24.05.1980,80,NORTH SEA,34,4,2,61.508592,2.0714,ED50,6819953.53,450579.59,31,ST 606-403 SP.77,,P&A,DRY,WILDCAT,WILDCAT,3600,25,322,LATE TRIASSIC,24.03.2006,228,,,341331,21252,228
34/4-3,34/4-3,,,057,306,L,SAGA,Saga Petroleum ASA,DYVI ALPHA,16.10.1981,30.03.1982,166,NORTH SEA,34,4,3,61.609153,2.126228,ED50,6831114.85,453647.63,31,SG 8020 - 409  SP 580,,P&A,DRY,WILDCAT,WILDCAT,4460,25,366,LATE TRIASSIC,24.03.2006,423,,,297514,21252,423
34/4-4,34/4-4,34/4-1 SNORRE,SNORRE,057,315,L,SAGA,Saga Petroleum ASA,DYVI ALPHA,11.09.1982,03.02.1983,146,NORTH SEA,34,4,4,61.505792,2.235983,ED50,6819527.92,459334.8,31,SG 8020 - 201  SP 2295,,P&A,OIL,APPRAISAL,WILDCAT,3800,25,345,TRIASSIC,24.03.2006,41,44654,43718,297514,21252,41
34/4-5,34/4-5,34/4-5,,057,395,L,SAGA,Saga Petroleum ASA,TREASURE SAGA,13.11.1983,06.04.1984,146,NORTH SEA,34,4,5,61.685969,2.297778,ED50,6839561.78,462840.14,31,SG 8320 - 442  SP 188,,P&A,OIL,WILDCAT,WILDCAT,3917,26,379,MIDDLE TRIASSIC,24.03.2006,37,44660,,296326,21252,37
34/4-6,34/4-6,34/4-1 SNORRE,SNORRE,057,497,L,SAGA,Saga Petroleum ASA,VINNI,31.12.1985,26.03.1986,86,NORTH SEA,34,4,6,61.570581,2.222219,ED50,6826753.59,458688.37,31,SG 8420 - 198  SP. 525,,P&A,OIL,APPRAISAL,APPRAISAL,3282,26,374,LATE TRIASSIC,24.03.2006,875,44654,43718,289414,21252,875
34/4-7,34/4-7,34/4-1 SNORRE,SNORRE,057,535,L,SAGA,Saga Petroleum ASA,TREASURE SAGA,17.02.1987,12.05.1987,85,NORTH SEA,34,4,7,61.519397,2.254292,ED50,6821032.19,460326.58,31,SG 8420 - 084  SP. 595,,SUSPENDED,OIL,APPRAISAL,APPRAISAL,2950,26,354,LATE TRIASSIC,24.03.2006,943,44654,43718,296326,21252,943
34/4-8,34/4-8,,,057,790,L,SAGA,Saga Petroleum ASA,VILDKAT EXPLORER,22.05.1994,21.06.1994,31,NORTH SEA,34,4,8,61.58445,2.169369,ED50,6828333.19,455901.06,31,SG 8420-RE: ROW 455 & COLUMN 825,,P&A,DRY,WILDCAT,WILDCAT,3110,25,363,LATE TRIASSIC,24.03.2006,1908,,,297028,21252,1908
34/4-9 S,34/4-9,34/4-1 SNORRE,SNORRE,057,865,L,SAGA,Saga Petroleum ASA,SCARABEO 5,08.01.1997,15.02.1997,39,NORTH SEA,34,4,9,61.512419,2.171694,ED50,6820307.98,455922.5,31,SG 8420-67 IDP 835-SG 8420-67 IDP 819.,,P&A,OIL,APPRAISAL,APPRAISAL,3440,25,337,LATE TRIASSIC,24.03.2006,2931,44654,43718,294058,21252,2931
34/4-10,34/4-10,34/4-10,,057,968,L,SAGA,Saga Petroleum ASA,TRANS. ARCTIC,12.02.2000,05.03.2000,23,NORTH SEA,34,4,10,61.625925,2.075131,ED50,6833020.57,450963.66,31,MN 9601 INLINE 1220 - CROSSLINE 2054,,SUSP. AT 13 3/8'',DRY,WILDCAT,WILDCAT,2380,24,357,LATE CRETACEOUS,24.03.2006,3143,1030530,,294382,21252,3143
34/4-10 R,34/4-10,34/4-10,,057,968,L2,SAGA,Saga Petroleum ASA,TRANS. ARCTIC,13.03.2000,18.04.2000,37,NORTH SEA,34,4,10,61.625908,2.075114,ED50,6833018.73,450962.75,31,MN 9601 INLINE 1220- CROSSLINE 2054,DRILLING/PLUGGING,P&A,OIL,WILDCAT,WILDCAT,4246,24,357,EARLY JURASSIC,24.03.2006,4051,1030530,,294382,21252,4051
34/6-1 S,34/6-1,,,268,1039,L,CONOCO,Norske Conoco A/S,TRANS. WINNER,18.07.2002,28.08.2002,42,NORTH SEA,34,6,1,61.582317,2.685472,ED50,6827854.7,483300.01,31,Intersection line 4100 and trace 3542,,P&A,DRY,WILDCAT,WILDCAT,4360,26,380,LATE TRIASSIC,24.03.2006,4561,,,296326,1624366,4561
