wellbore_name,well_name,discovery_name,field_name,production_licence_name,drill_permit,drill_permit_version,drill_oper_group_designation,drill_oper_long_name,drilling_facility_name,wellbore_entry_date,wellbore_completion_date,drilling_days,main_NCS_area,quadrant,block,well_number_in_block,NS_decimal_degrees,EW_decimal_degrees,geodetic_datum,NS_UTM,EW_UTM,UTM_zone,seismic_location,reentry_activity,wellbore_status,wellbore_contents,wellbore_purpose,original_wellbore_purpose,total_depth,kelly_bushing_elevation,water_depth,deepest_penetrated_age,date_generated,NPDID_wellbore,NPDID_discovery,NPDID_field,NPDID_facility_drilling,NPDID_production_licence,www.npd.no/engelsk/cwi/pbl/en/well/all/*.htm
34/7-1,34/7-1,34/4-1 SNORRE,SNORRE,089,415,L,SAGA,Saga Petroleum ASA,VILDKAT EXPLORER,09.05.1984,24.07.1984,77,NORTH SEA,34,7,1,61.472756,2.223531,ED50,6815855.79,458628.19,31,8231 - 125  SP. 200,,P&A,OIL,APPRAISAL,WILDCAT,2929,24,328,LATE TRIASSIC,24.03.2006,111,44654,43718,297028,21516,111
34/7-2,34/7-2,,,089,424,L,SAGA,Saga Petroleum ASA,TREASURE SAGA,02.09.1984,11.10.1984,40,NORTH SEA,34,7,2,61.299211,2.161361,ED50,6796565.81,455067.4,31,SG 8231 - 106  SP. 287,,P&A,DRY,WILDCAT,WILDCAT,2475,26,246,TRIASSIC,24.03.2006,233,,,296326,21516,233
34/7-3,34/7-3,34/4-1 SNORRE,SNORRE,089,436,L,SAGA,Saga Petroleum ASA,VILDKAT EXPLORER,14.09.1984,02.01.1985,111,NORTH SEA,34,7,3,61.431689,2.128858,ED50,6811345.1,453522.97,31,G/E - 153  SP. 440,,P&A,OIL,APPRAISAL,WILDCAT,3414,24,303,LATE TRIASSIC,24.03.2006,442,44654,43718,297028,21516,442
34/7-4,34/7-4,34/4-1 SNORRE,SNORRE,089,445,L,SAGA,Saga Petroleum ASA,TREASURE SAGA,19.11.1984,16.01.1985,59,NORTH SEA,34,7,4,61.484567,2.133406,ED50,6817231.93,453843.83,31,61E-035   SP. 430,,P&A,OIL,APPRAISAL,WILDCAT,3115,26,319,LATE TRIASSIC,24.03.2006,455,44654,43718,296326,21516,455
34/7-5,34/7-5,33/9-7 STATFJORD ?ST,STATFJORD ?ST,089,448,L,SAGA,Saga Petroleum ASA,TREASURE SAGA,17.01.1985,16.03.1985,59,NORTH SEA,34,7,5,61.365264,2.023242,ED50,6804026.01,447777.65,31,SG 82 31 - 113  SP. 485,,P&A,OIL,APPRAISAL,WILDCAT,3146,26,244,LATE TRIASSIC,24.03.2006,458,44582,43672,296326,21516,458
34/7-6,34/7-6,34/4-1 SNORRE,SNORRE,089,457,L,SAGA,Saga Petroleum ASA,TREASURE SAGA,17.03.1985,30.05.1985,75,NORTH SEA,34,7,6,61.453014,2.138128,ED50,6813713.92,454048.88,31,G/E - 106  SP. 420,,P&A,OIL,APPRAISAL,APPRAISAL,3685,26,307,LATE TRIASSIC,24.03.2006,465,44654,43718,296326,21516,465
34/7-7,34/7-7,34/4-1 SNORRE,SNORRE,089,483,L,SAGA,Saga Petroleum ASA,TREASURE SAGA,17.09.1985,16.12.1985,91,NORTH SEA,34,7,7,61.448481,2.098803,ED50,6813237.29,451945.36,31,G/E - 116   SP. 505,,P&A,OIL,APPRAISAL,WILDCAT,3526,26,303,LATE TRIASSIC,24.03.2006,525,44654,43718,296326,21516,525
34/7-8,34/7-8,34/7-8 VIGDIS,VIGDIS,089,503,L,SAGA,Saga Petroleum ASA,TREASURE SAGA,05.02.1986,11.04.1986,66,NORTH SEA,34,7,8,61.373869,2.142603,ED50,6804894.92,454171.61,31,G/E - 281   SP. 410,,P&A,OIL,WILDCAT,WILDCAT,2766,26,286,LATE TRIASSIC,24.03.2006,878,44714,43732,296326,21516,878
34/7-9,34/7-9,34/4-1 SNORRE,SNORRE,089,510,L,SAGA,Saga Petroleum ASA,TREASURE SAGA,13.04.1986,12.06.1986,61,NORTH SEA,34,7,9,61.486664,2.195444,ED50,6817423.2,457150.88,31,SG 8420 ROW 011 COLUMN 470,,P&A,OIL,APPRAISAL,APPRAISAL,3240,26,304,LATE TRIASSIC,24.03.2006,889,44654,43718,296326,21516,889
34/7-10,34/7-10,34/4-1 SNORRE,SNORRE,089,527,L,SAGA,Saga Petroleum ASA,TREASURE SAGA,26.08.1986,29.10.1986,65,NORTH SEA,34,7,10,61.4174,2.126731,ED50,6809754.99,453388.15,31,G/E 3D 1983 LINJE 185  SP. 445,,P&A,OIL,APPRAISAL,WILDCAT,3000,26,300,LATE TRIASSIC,24.03.2006,947,44654,43718,296326,21516,947
34/7-11,34/7-11,,,089,564,L,SAGA,Saga Petroleum ASA,TREASURE SAGA,02.10.1987,11.10.1987,10,NORTH SEA,34,7,11,61.271444,2.113083,ED50,6793507.13,452438.89,31,SG   8431   ROW  155   COLUMN  534,,JUNKED,DRY,WILDCAT,WILDCAT,887,26,190,MIOCENE,24.03.2006,1176,,,296326,21516,1176
34/7-12,34/7-12,34/7-12 TORDIS,TORDIS,089,567,L,SAGA,Saga Petroleum ASA,TREASURE SAGA,11.10.1987,17.12.1987,68,NORTH SEA,34,7,12,61.271628,2.113128,ED50,6793527.52,452441.55,31,SG  8431   ROW 155   COLUMN  534,,P&A,OIL,WILDCAT,WILDCAT,2784,26,190,LATE TRIASSIC,24.03.2006,1187,44666,43725,296326,21516,1187
34/7-13,34/7-13,34/7-8 VIGDIS,VIGDIS,089,572,L,SAGA,Saga Petroleum ASA,TREASURE SAGA,19.02.1988,13.04.1988,61,NORTH SEA,34,7,13,61.405342,2.053469,ED50,6808466.37,449458.44,31,E 86 (3D) ROW 438 COL. 1410,,P&A,OIL,APPRAISAL,WILDCAT,2994,26,289,LATE TRIASSIC,24.03.2006,1233,44714,43732,296326,21516,1233
34/7-14,34/7-14,34/7-12 TORDIS,TORDIS,089,620,L,SAGA,Saga Petroleum ASA,VILDKAT EXPLORER,28.09.1989,02.12.1989,66,NORTH SEA,34,7,14,61.258956,2.116125,ED50,6792113.82,452583.17,31,SG 8431  ROW 183  COL. 528,,P&A,OIL,APPRAISAL,APPRAISAL,2653,25,148,EARLY JURASSIC,24.03.2006,1278,44666,43725,297028,21516,1278
34/7-15 S,34/7-15,,,089,638,L,SAGA,Saga Petroleum ASA,TREASURE SAGA,23.05.1990,03.09.1990,104,NORTH SEA,34,7,15,61.410719,2.214783,ED50,6808951.1,458078.95,31,G/E 83    ROW 200   KOL 256,,P&A,OIL SHOWS,WILDCAT,WILDCAT,4646,26,306,EARLY JURASSIC,24.03.2006,1544,,,296326,21516,1544
34/7-16,34/7-16,34/7-8 VIGDIS,VIGDIS,089,640,L,SAGA,Saga Petroleum ASA,SCARABEO 5,27.06.1990,13.08.1990,48,NORTH SEA,34,7,16,61.386961,2.116344,ED50,6806371.9,452787.89,31,G/E 83 (RP) RAD 253 &  KOL. 933,,SUSP.REENTERED LATER,OIL,APPRAISAL,WILDCAT,2700,25,287,EARLY JURASSIC,24.03.2006,1550,44714,43732,294058,21516,1550
34/7-16 R,34/7-16,34/7-8 VIGDIS,VIGDIS,089,640,L2,SAGA,Saga Petroleum ASA,TREASURE SAGA,04.09.1990,15.10.1990,42,NORTH SEA,34,7,16,61.386961,2.116344,ED50,6806371.9,452787.89,31,G/E 83 (RP)  RAD 253&  KOL 933.,DRILLING,SUSP.REENTERED LATER,OIL,APPRAISAL,WILDCAT,2980,26,287,LATE TRIASSIC,24.03.2006,1677,44714,43732,296326,21516,1677
34/7-16 R2,34/7-16,34/7-8 VIGDIS,VIGDIS,089,640,L3,SAGA,Saga Petroleum ASA,VILDKAT EXPLORER,23.06.1994,05.07.1994,13,NORTH SEA,34,7,16,61.386961,2.116344,ED50,6806371.9,452787.89,31,G/E 83 (RP) RAD 253& KOL.933,PLUGGING,P&A,OIL,APPRAISAL,WILDCAT,2980,25,287,LATE TRIASSIC,24.03.2006,2389,44714,43732,297028,21516,2389
34/7-17 A,34/7-17,34/7-8 VIGDIS,VIGDIS,089,677,L,SAGA,Saga Petroleum ASA,TREASURE SAGA,07.04.1991,04.05.1991,28,NORTH SEA,34,7,17,61.347414,2.095086,ED50,6801982.38,451591.07,31,GE-83  ROW  341   COL  1025,,P&A,OIL/GAS,APPRAISAL,APPRAISAL,2650,26,259,MIDDLE JURASSIC,24.03.2006,1536,44714,43732,296326,21516,1536
34/7-17,34/7-17,34/7-8 VIGDIS,VIGDIS,089,668,L,SAGA,Saga Petroleum ASA,TREASURE SAGA,25.02.1991,07.04.1991,42,NORTH SEA,34,7,17,61.347414,2.095086,ED50,6801982.38,451591.07,31,GE-83 & ROW 341- COL. 1025,,P&A,DRY,APPRAISAL,APPRAISAL,3115,26,259,LATE TRIASSIC,24.03.2006,1713,44714,43732,296326,21516,1713
34/7-18,34/7-18,,,089,690,L,SAGA,Saga Petroleum ASA,WEST ALPHA,20.07.1991,17.09.1991,60,NORTH SEA,34,7,18,61.319653,2.111183,ED50,6798878.3,452410.07,31,GE - 8431R: ROW 95 & COLUMN 1095,,P&A,OIL SHOWS,WILDCAT,WILDCAT,2443,18,243,EARLY JURASSIC,24.03.2006,1819,,,297514,21516,1819
34/7-19,34/7-19,34/7-8 VIGDIS,VIGDIS,089,698,L,SAGA,Saga Petroleum ASA,WEST ALPHA,23.09.1991,26.12.1991,95,NORTH SEA,34,7,19,61.394156,2.092072,ED50,6807191.07,451502.27,31,GE-83: RAD 237 & KOLONNE 1037,,SUSP.REENTERED LATER,OIL,APPRAISAL,APPRAISAL,2800,18,286,EARLY JURASSIC,24.03.2006,1838,44714,43732,297514,21516,1838
34/7-19 R,34/7-19,34/7-8 VIGDIS,VIGDIS,089,698,L2,SAGA,Saga Petroleum ASA,VILDKAT EXPLORER,06.07.1994,12.07.1994,7,NORTH SEA,34,7,19,61.394156,2.092072,ED50,6807191.07,451502.27,31,GE-83:ROW 237 & COLUMN 1037,PLUGGING,P&A,OIL,APPRAISAL,APPRAISAL,2794,25,286,EARLY JURASSIC,24.03.2006,2401,44714,43732,297028,21516,2401
34/7-20,34/7-20,,,089,736,L,SAGA,Saga Petroleum ASA,TREASURE SAGA,18.07.1992,27.08.1992,41,NORTH SEA,34,7,20,61.444347,2.03055,ED50,6812829.08,448299.25,31,E-86-3D: REKKE 540 & KOLONNE 1219,,P&A,OIL SHOWS,WILDCAT,WILDCAT,3178,26,295,LATE TRIASSIC,24.03.2006,1967,,,296326,21516,1967
34/7-21,34/7-21,34/7-21 BORG,TORDIS,089,747,L,SAGA,Saga Petroleum ASA,TREASURE SAGA,19.10.1992,11.12.1992,54,NORTH SEA,34,7,21,61.293567,2.072539,ED50,6796001.43,450299.76,31,SG 8431: ROW 211& COLUMN 1241,,P&A,OIL,WILDCAT,WILDCAT,3015,26,192,EARLY JURASSIC,24.03.2006,2026,44690,43725,296326,21516,2026
34/7-21 A,34/7-21,34/7-21 BORG,TORDIS,089,752,L,SAGA,Saga Petroleum ASA,TREASURE SAGA,11.12.1992,12.02.1993,64,NORTH SEA,34,7,21,61.293567,2.072539,ED50,6796001.43,450299.76,31,SG 8431  R 211 C 1241,,P&A,OIL,APPRAISAL,APPRAISAL,3360,26,192,MIDDLE JURASSIC,24.03.2006,2068,44690,43725,296326,21516,2068
34/7-22,34/7-22,34/7-22 TORDIS ?ST,TORDIS,089,766,L,SAGA,Saga Petroleum ASA,WEST DELTA,15.08.1993,01.10.1993,48,NORTH SEA,34,7,22,61.278436,2.171867,ED50,6794244.54,455600.91,31,SG-8431R-3D: ROW 279&  COL. 815,,P&A,OIL,WILDCAT,WILDCAT,2507,29,226,EARLY JURASSIC,24.03.2006,2167,44696,43725,287821,21516,2167
34/7-23 S,34/7-23,34/7-23 S,VIGDIS,089,783,L,SAGA,Saga Petroleum ASA,VILDKAT EXPLORER,22.02.1994,03.04.1994,41,NORTH SEA,34,7,23,61.340247,2.075428,ED50,6801198.83,450528.18,31,GE-83:ROW 357 & COLUMN 1109,,P&A,OIL,WILDCAT,WILDCAT,3375,25,246,MIDDLE JURASSIC,24.03.2006,2296,44702,43732,297028,21516,2296
34/7-23 A,34/7-23,34/7-23 S,VIGDIS,089,788,L,SAGA,Saga Petroleum ASA,VILDKAT EXPLORER,03.04.1994,20.05.1994,48,NORTH SEA,34,7,23,61.340247,2.075428,ED50,6801198.83,450528.18,31,GE-83:ROW 357-COLUMN 1109,,P&A,OIL,APPRAISAL,APPRAISAL,3412,25,246,MIDDLE JURASSIC,24.03.2006,2326,44702,43732,297028,21516,2326
34/7-24 S,34/7-24,34/7-23 S,VIGDIS,089,801,L,SAGA,Saga Petroleum ASA,VILDKAT EXPLORER,25.02.1995,24.03.1995,28,NORTH SEA,34,7,24,61.309144,2.030986,ED50,6797768.9,448098.91,31,CTM- ROW 1598 & COLUMN 857,,P&A,SHOWS,APPRAISAL,APPRAISAL,3145,25,152,LATE JURASSIC,24.03.2006,2460,44702,43732,297028,21516,2460
34/7-25 S,34/7-25,34/7-25 S,TORDIS,089,852,L,SAGA,Saga Petroleum ASA,DEEPSEA BERGEN,31.07.1996,14.09.1996,46,NORTH SEA,34,7,25,61.252567,2.144761,ED50,6791381.74,454110.02,31,CTM 94-INLINE 1035 & CROSSLINE 1389,,P&A,OIL,WILDCAT,WILDCAT,3235,23,189,EARLY JURASSIC,24.03.2006,2863,44708,43725,287983,21516,2863
34/7-26 S,34/7-26,34/7-21 BORG,TORDIS,089,902,L,SAGA,Saga Petroleum ASA,SCARABEO 5,18.08.1997,13.09.1997,27,NORTH SEA,34,7,26,61.274828,2.119836,ED50,6793879.09,452806.07,31,CTM 94:E-W LINE 1216 & N-S LINE 1012,,SUSP.REENTERED LATER,DRY,APPRAISAL,APPRAISAL,4193,25,201,LATE CRETACEOUS,24.03.2006,3168,44690,43725,294058,21516,3168
34/7-26 SR,34/7-26,34/7-21 BORG,TORDIS,089,902,L2,SAGA,Saga Petroleum ASA,SCARABEO 5,06.01.1998,02.02.1998,28,NORTH SEA,34,7,26,61.274828,2.119836,ED50,6793879.09,452806.07,31,,DRILLING/PLUGGING,P&A,OIL,APPRAISAL,APPRAISAL,4690,25,201,MIDDLE JURASSIC,24.03.2006,3315,44690,43725,294058,21516,3315
34/7-26 A,34/7-26,34/7-21 BORG,TORDIS,089,925,L,SAGA,Saga Petroleum ASA,SCARABEO 5,02.02.1998,22.04.1998,80,NORTH SEA,34,7,26,61.274828,2.119836,ED50,6793879.09,452806.07,31,CTM 94R95 INLINE 1360 &  X-LINE 1104,,RE-CLASS TO DEV,OIL,APPRAISAL,APPRAISAL,4290,25,201,LATE JURASSIC,24.03.2006,3329,44690,43725,294058,21516,3329
34/7-27,34/7-27,,,089,933,L,MOBIL,MOBIL EXPLORATION NORWAY INC.,BYFORD DOLPHIN,01.09.1998,07.10.1998,37,NORTH SEA,34,7,27,61.492247,2.005833,ED50,6818184.41,447062.53,31,E86R97- INLINE 1334& X-LINE 10999,,P&A,DRY,WILDCAT,WILDCAT,3000,25,311,EARLY JURASSIC,24.03.2006,3214,,,341331,21516,3214
34/7-28,34/7-28,,,089,921,L,SAGA,Saga Petroleum ASA,TRANS. LEADER,30.12.1997,02.03.1998,63,NORTH SEA,34,7,28,61.468544,2.018089,ED50,6815534.3,447675.32,31,E86R97- INLINE 1208 &  X-LINE 1107,,P&A,DRY,WILDCAT,WILDCAT,2987,24,305,MIDDLE JURASSIC,24.03.2006,3282,,,296677,21516,3282
34/7-29 S,34/7-29,34/7-29 S,VIGDIS,089,923,L,SAGA,Saga Petroleum ASA,TRANS. LEADER,04.03.1998,14.04.1998,42,NORTH SEA,34,7,29,61.364358,2.039825,ED50,6803911.99,448662.75,31,CMT-94R95: ROW 2038 & COLUMN 993,,SUSP.REENTERED LATER,OIL,WILDCAT,WILDCAT,2927,24,250,MIDDLE JURASSIC,24.03.2006,3313,105363,43732,296677,21516,3313
34/7-29 SR,34/7-29,34/7-29 S,VIGDIS,089,923,L2,SAGA,Saga Petroleum ASA,DEEPSEA BERGEN,18.02.1999,17.03.1999,28,NORTH SEA,34,7,29,61.364358,2.039825,,6803911.99,448662.75,31,CMT-94R95: ROW 2038 & COLUMN 993,TESTING,P&A,OIL,WILDCAT,WILDCAT,2926,25,250,MIDDLE JURASSIC,24.03.2006,3702,105363,43732,287983,21516,3702
34/7-30 S,34/7-30,34/7-25 S,TORDIS,089,952,L,SAGA,Saga Petroleum ASA,BIDEFORD DOLPHIN,26.05.1999,12.06.1999,17,NORTH SEA,34,7,30,61.261742,2.170417,ED50,6792385.97,455499.56,31,SG 9201 INLINE 450 & X-LINE 2750,,SUSP. AT 13 3/8'',DRY,APPRAISAL,APPRAISAL,1148,31,213,MIOCENE,24.03.2006,3757,44708,43725,290170,21516,3757
34/7-30 SR,34/7-30,34/7-25 S,TORDIS,089,952,L2,SAGA,Saga Petroleum ASA,SCARABEO 5,12.11.1999,02.12.1999,21,NORTH SEA,34,7,30,61.261742,2.170417,ED50,6792385.97,455499.56,31,SG 9201 INLINE 450 & X-LINE 2750,DRILLING,P&A,DRY,APPRAISAL,APPRAISAL,2478,25,213,MIDDLE JURASSIC,24.03.2006,3886,44708,43725,294058,21516,3886
34/7-31,34/7-31,34/7-31,VIGDIS,089,994,L,HYDRO,Norsk Hydro Produksjon AS,SCARABEO 6,10.03.2001,13.04.2001,35,NORTH SEA,34,7,31,61.310419,2.066611,ED50,6797883.12,450008.95,31,SG 9701& inline 1800/6456,,P&A,OIL,WILDCAT,APPRAISAL,2650,26,233,MIDDLE JURASSIC,24.03.2006,4214,1629388,43732,297001,21516,4214
34/7-31 A,34/7-31,34/7-31,VIGDIS,089,1002,L,HYDRO,Norsk Hydro Produksjon AS,SCARABEO 6,13.04.2001,25.04.2001,13,NORTH SEA,34,7,31,61.310419,2.066472,ED50,6797883.23,450001.51,31,SG9701& inline 1800/6456,,P&A,OIL,APPRAISAL,APPRAISAL,3454,26,233,LATE JURASSIC,24.03.2006,4301,1629388,43732,297001,21516,4301
34/7-32,34/7-32,,,089,1015,L,HYDRO,Norsk Hydro Produksjon AS,BYFORD DOLPHIN,08.10.2001,27.10.2001,20,NORTH SEA,34,7,32,61.44275,2.048778,ED50,6812636.85,449268.69,31,SG 9701 4240/6554,,P&A,DRY,WILDCAT,WILDCAT,2651,25,300,MIDDLE JURASSIC,24.03.2006,4423,,,341331,21516,4423
34/8-1,34/8-1,34/8-1 VISUND,VISUND,120,488,L,HYDRO,Norsk Hydro Produksjon AS,TREASURE SCOUT,11.11.1985,08.03.1986,121,NORTH SEA,34,8,1,61.364861,2.432658,ED50,6803722.25,469666.18,31,NH 8404 - 221   SP. 215,,P&A,OIL/GAS,WILDCAT,WILDCAT,3610,23,326,LATE TRIASSIC,24.03.2006,854,44720,43745,287848,21772,854
34/8-2,34/8-2,,,120,522,L,HYDRO,Norsk Hydro Produksjon AS,POLAR PIONEER,04.10.1986,17.11.1986,45,NORTH SEA,34,8,2,61.369586,2.526692,ED50,6804208.51,474697.57,31,NH 8404 - 271   SP. 465,,P&A,DRY,WILDCAT,WILDCAT,3240,23,378,LATE TRIASSIC,24.03.2006,915,,,289333,21772,915
34/8-3,34/8-3,34/8-1 VISUND,VISUND,120,581,L,HYDRO,Norsk Hydro Produksjon AS,POLAR PIONEER,14.07.1988,14.09.1988,63,NORTH SEA,34,8,3,61.407789,2.54585,ED50,6808456.8,475751.35,31,NH 8404 - 321   SP 275,,P&A,OIL/GAS,APPRAISAL,WILDCAT,3328,23,382,EARLY JURASSIC,24.03.2006,940,44720,43745,289333,21772,940
34/8-3 A,34/8-3,34/8-1 VISUND,VISUND,120,589,L,HYDRO,Norsk Hydro Produksjon AS,POLAR PIONEER,14.09.1988,31.10.1988,48,NORTH SEA,34,8,3,61.407789,2.54585,ED50,6808456.8,475751.35,31,NH 8404 - 321   SP  245,,P&A,OIL/GAS,APPRAISAL,APPRAISAL,3230,23,382,EARLY JURASSIC,24.03.2006,1338,44720,43745,289333,21772,1338
34/8-4 S,34/8-4,34/8-4 S,VISUND,120,659,L,HYDRO,Norsk Hydro Produksjon AS,M?RSK JUTLANDER,06.12.1990,09.06.1991,186,NORTH SEA,34,8,4,61.324883,2.421853,ED50,6799274.11,469049.02,31,NH 8404-171/1171& SP. 10656,,SUSP.REENTERED LATER,GAS/CONDENSATE,WILDCAT,WILDCAT,4150,23,309,TRIASSIC,24.03.2006,1683,44726,43745,296353,21772,1683
34/8-4 A,34/8-4,34/8-4 S,VISUND,120,711,L,HYDRO,Norsk Hydro Produksjon AS,TRANSOCEAN 8,18.02.1992,27.05.1992,100,NORTH SEA,34,8,4,61.324883,2.421853,ED50,6799274.11,469049.02,31,NH 9001- REKKE 589 & SP. 698,,SUSP.REENTERED LATER,OIL,APPRAISAL,APPRAISAL,3567,24,309,LATE TRIASSIC,24.03.2006,1909,44726,43745,296677,21772,1909
34/8-4 AR,34/8-4,34/8-4 S,VISUND,120,711,L2,STATOIL,Statoil ASA,BIDEFORD DOLPHIN,21.02.2003,07.03.2003,15,NORTH SEA,34,8,4,61.324883,2.421853,ED50,6799274.11,469049.02,31,NH 9001-589 & SP 698,PLUGGING,P&A,OIL,APPRAISAL,APPRAISAL,3567,31,309,LATE TRIASSIC,24.03.2006,4709,44726,43745,290170,21772,4709
34/8-5,34/8-5,34/8-1 VISUND,VISUND,120,667,L,HYDRO,Norsk Hydro Produksjon AS,TRANSOCEAN 8,18.02.1991,01.04.1991,43,NORTH SEA,34,8,5,61.324983,2.349428,ED50,6799321.73,465171.96,31,NH 9001-219 &  SP. 750,,P&A,SHOWS,APPRAISAL,APPRAISAL,3540,24,296,LATE TRIASSIC,24.03.2006,1719,44720,43745,296677,21772,1719
34/8-6,34/8-6,,,120,699,L,HYDRO,Norsk Hydro Produksjon AS,TRANSOCEAN 8,21.09.1991,03.11.1991,44,NORTH SEA,34,8,6,61.442044,2.475931,ED50,6812300.64,472048.81,31,NH9001 - 597 A   SP. 291,,P&A,SHOWS,WILDCAT,WILDCAT,3950,24,376,EARLY JURASSIC,24.03.2006,1842,,,296677,21772,1842
34/8-7,34/8-7,34/8-7,,120,725,L,HYDRO,Norsk Hydro Produksjon AS,POLAR PIONEER,21.03.1992,16.07.1992,118,NORTH SEA,34,8,7,61.319186,2.558931,ED50,6798582.22,476383.07,31,NH 9001- REKKE 809 & KOLONNE 1200,,SUSP.REENTERED LATER,GAS,WILDCAT,WILDCAT,5460,23,335,LATE TRIASSIC,24.03.2006,1941,44732,,289333,21772,1941
34/8-7 R,34/8-7,34/8-7,,120,725,L2,HYDRO,Norsk Hydro Produksjon AS,POLAR PIONEER,19.11.1992,10.02.1993,84,NORTH SEA,34,8,7,61.319186,2.558931,ED50,6798582.22,476383.07,31,NH 9001- REKKE 809 & KOLONNE 1200,TESTING,P&A,GAS,WILDCAT,WILDCAT,5460,23,334,LATE TRIASSIC,24.03.2006,2057,44732,,289333,21772,2057
34/8-8,34/8-8,34/8-1 VISUND,VISUND,120,730,L,HYDRO,Norsk Hydro Produksjon AS,TRANSOCEAN 8,30.06.1992,24.08.1992,56,NORTH SEA,34,8,8,61.379497,2.478836,ED50,6805332.03,472148.13,31,NH-9001-3D: ROW 925 & COL. 585,,SUSP.REENTERED LATER,OIL,APPRAISAL,APPRAISAL,3625,24,341,LATE TRIASSIC,24.03.2006,1969,44720,43745,296677,21772,1969
34/8-8 R,34/8-8,34/8-1 VISUND,VISUND,120,730,L2,HYDRO,Norsk Hydro Produksjon AS,POLAR PIONEER,16.02.1993,09.03.1993,22,NORTH SEA,34,8,8,61.379497,2.478836,ED50,6805332.03,472148.13,31,NH-9001-3d:ROW 925 & COL.585,TESTING/PLUGGING,P&A,OIL,APPRAISAL,APPRAISAL,3625,23,341,LATE TRIASSIC,24.03.2006,2080,44720,43745,289333,21772,2080
34/8-9 S,34/8-9,34/8-4 S,VISUND,120,746,L,HYDRO,Norsk Hydro Produksjon AS,WEST DELTA,25.10.1992,26.12.1992,63,NORTH SEA,34,8,9,61.314036,2.388303,ED50,6798082.19,467241.65,31,NH 9001- RAD 461& KOLONNE 683,,P&A,OIL,APPRAISAL,APPRAISAL,3530,29,300,LATE TRIASSIC,24.03.2006,2029,44726,43745,287821,21772,2029
34/8-10 S,34/8-10,34/8-1 VISUND,VISUND,120,768,L,HYDRO,Norsk Hydro Produksjon AS,POLAR PIONEER,28.09.1993,09.12.1993,74,NORTH SEA,34,8,10,61.354528,2.455194,ED50,6802560.93,470861.49,31,NH-9001-3D:ROW 770 & COLUMN 658,,P&A,OIL,APPRAISAL,APPRAISAL,3470,23,326,LATE TRIASSIC,24.03.2006,2179,44720,43745,289333,21772,2179
34/8-11,34/8-11,34/8-1 VISUND,VISUND,120,780,L,HYDRO,Norsk Hydro Produksjon AS,POLAR PIONEER,10.12.1993,08.02.1994,61,NORTH SEA,34,8,11,61.363039,2.460428,ED50,6803506.68,471149.22,31,nh 9001 - 30: inline 817& crossline 625,,P&A,OIL,APPRAISAL,APPRAISAL,3140,23,331,EARLY JURASSIC,24.03.2006,2180,44720,43745,289333,21772,2180
34/8-12 S,34/8-12,34/8-12 S,,120,1016,L,HYDRO,Norsk Hydro Produksjon AS,TRANS. ARCTIC,06.11.2001,09.12.2001,34,NORTH SEA,34,8,12,61.268058,2.342178,ED50,6792984.72,464719.99,31,NH9263-16,,P&A,OIL,WILDCAT,WILDCAT,3160,24,273,LATE TRIASSIC,24.03.2006,4424,1853123,,294382,21772,4424
